下单乘客ID,服务订单,流水,最近坐车时间
1009013,3,291.00000000000000000000,2023-05-10
1009136,3,326.00000000000000000000,2023-05-16
1009143,3,210.00000000000000000000,2023-05-01
1009420,3,105.00000000000000000000,2023-03-19
1009422,3,105.00000000000000000000,2023-05-07
1009469,3,105.00000000000000000000,2023-05-21
1009618,3,306.00000000000000000000,2023-05-04
1009773,3,120.00000000000000000000,2023-02-13
1010153,3,105.00000000000000000000,2023-02-06
1010178,3,105.00000000000000000000,2023-05-06
1012222,3,120.00000000000000000000,2023-05-29
1013830,3,474.00000000000000000000,2023-05-21
1014410,3,208.00000000000000000000,2023-04-05
1014825,3,294.00000000000000000000,2023-05-05
1017172,3,105.00000000000000000000,2023-05-07
1017331,3,110.00000000000000000000,2023-02-26
1018073,3,105.00000000000000000000,2023-04-22
1020998,3,120.00000000000000000000,2023-05-02
1021376,3,105.00000000000000000000,2023-05-30
1021620,3,105.00000000000000000000,2023-04-29
1021631,3,288.00000000000000000000,2023-04-29
1022309,3,105.00000000000000000000,2023-03-03
1022393,3,203.00000000000000000000,2023-05-03
1023193,3,374.00000000000000000000,2023-04-17
1024557,3,208.00000000000000000000,2023-04-28
1024627,3,188.00000000000000000000,2023-05-27
1025809,3,140.00000000000000000000,2023-05-03
1026183,3,110.00000000000000000000,2023-02-07
1026379,3,105.00000000000000000000,2023-04-29
1026689,3,208.00000000000000000000,2023-05-09
1026691,3,210.00000000000000000000,2023-02-26
1027316,3,105.00000000000000000000,2023-05-14
1028283,3,374.00000000000000000000,2023-05-08
1029145,3,105.00000000000000000000,2023-04-21
1029209,3,105.00000000000000000000,2023-04-03
1030761,3,223.00000000000000000000,2023-05-28
1031468,3,258.00000000000000000000,2023-05-07
1032344,3,105.00000000000000000000,2023-05-05
1032463,3,115.00000000000000000000,2023-05-25
1032494,3,105.00000000000000000000,2023-05-24
1033642,3,245.00000000000000000000,2023-04-30
1033714,3,105.00000000000000000000,2023-04-03
1034822,3,140.00000000000000000000,2023-04-28
1035487,3,494.00000000000000000000,2023-04-28
1035972,3,180.00000000000000000000,2023-02-26
1036215,3,361.00000000000000000000,2023-04-30
1036250,3,188.00000000000000000000,2023-05-14
1036446,3,105.00000000000000000000,2023-02-05
1036502,3,140.00000000000000000000,2023-05-06
1037299,3,140.00000000000000000000,2023-05-27
1037523,3,105.00000000000000000000,2023-05-05
1037861,3,105.00000000000000000000,2023-05-06
1037918,3,105.00000000000000000000,2023-05-25
1038360,3,135.00000000000000000000,2023-05-02
1038743,3,105.00000000000000000000,2023-05-17
1039279,3,334.00000000000000000000,2023-02-27
1039592,3,140.00000000000000000000,2023-04-20
1039929,3,140.00000000000000000000,2023-04-30
1040134,3,120.00000000000000000000,2023-04-28
1040416,3,120.00000000000000000000,2023-04-10
1043274,3,105.00000000000000000000,2023-03-12
1045386,3,208.00000000000000000000,2023-02-18
1045805,3,105.00000000000000000000,2023-02-04
1047316,3,324.00000000000000000000,2023-05-03
1050252,3,294.00000000000000000000,2023-05-01
1050918,3,160.00000000000000000000,2023-05-11
1051145,3,105.00000000000000000000,2023-02-21
1052007,3,203.00000000000000000000,2023-04-04
1052761,3,135.00000000000000000000,2023-04-30
1052844,3,105.00000000000000000000,2023-05-12
1054112,3,306.00000000000000000000,2023-05-07
1055571,3,105.00000000000000000000,2023-05-02
1058074,3,281.00000000000000000000,2023-01-30
1058716,3,120.00000000000000000000,2023-05-03
1059768,3,135.00000000000000000000,2023-04-01
1059839,3,165.00000000000000000000,2023-04-24
1060268,3,444.00000000000000000000,2023-01-24
1060817,3,165.00000000000000000000,2023-03-29
1061590,3,198.00000000000000000000,2023-05-28
1061804,3,178.00000000000000000000,2023-04-07
1062877,3,354.00000000000000000000,2023-05-13
1063401,3,324.00000000000000000000,2023-05-02
1063550,3,235.00000000000000000000,2023-05-07
1063703,3,105.00000000000000000000,2023-05-31
1064955,3,150.00000000000000000000,2023-04-28
1066502,3,228.00000000000000000000,2023-04-05
1066771,3,105.00000000000000000000,2023-03-13
1066914,3,105.00000000000000000000,2023-05-04
1067132,3,240.00000000000000000000,2023-05-09
1069287,3,105.00000000000000000000,2023-04-21
1070530,3,135.00000000000000000000,2023-05-08
1070684,3,240.00000000000000000000,2023-03-26
1071029,3,208.00000000000000000000,2023-04-30
1071465,3,110.00000000000000000000,2023-05-03
1071854,3,105.00000000000000000000,2023-05-28
1074215,3,105.00000000000000000000,2023-05-19
1074442,3,105.00000000000000000000,2023-02-02
1075274,3,105.00000000000000000000,2023-04-02
1076607,3,140.00000000000000000000,2023-05-10
1076977,3,120.00000000000000000000,2023-05-27
1077644,3,185.00000000000000000000,2023-04-23
1078148,3,150.00000000000000000000,2023-05-28
1079129,3,291.00000000000000000000,2023-05-28
1079572,3,110.00000000000000000000,2023-04-27
1080228,3,105.00000000000000000000,2023-05-11
1080520,3,258.00000000000000000000,2023-04-09
1080845,3,434.00000000000000000000,2023-05-08
1083279,3,150.00000000000000000000,2023-02-23
1084166,3,105.00000000000000000000,2023-05-12
1084650,3,140.00000000000000000000,2023-04-26
1085963,3,334.00000000000000000000,2023-05-31
1086679,3,105.00000000000000000000,2023-05-26
1087726,3,175.00000000000000000000,2023-05-07
1089910,3,105.00000000000000000000,2023-05-26
1092702,3,110.00000000000000000000,2023-03-23
1092734,3,105.00000000000000000000,2023-05-29
1093296,3,223.00000000000000000000,2023-05-18
1094606,3,160.00000000000000000000,2023-03-26
1098661,3,130.00000000000000000000,2023-01-27
1099743,3,188.00000000000000000000,2023-01-29
1100743,3,95.00000000000000000000,2023-03-30
1102419,3,150.00000000000000000000,2023-04-16
1104759,3,105.00000000000000000000,2023-05-13
1107218,3,140.00000000000000000000,2023-05-26
1107307,3,120.00000000000000000000,2023-04-23
1107449,3,105.00000000000000000000,2023-05-08
1107815,3,120.00000000000000000000,2023-05-19
1108121,3,105.00000000000000000000,2023-05-14
1108252,3,175.00000000000000000000,2023-03-05
1108629,3,105.00000000000000000000,2023-03-18
1109270,3,110.00000000000000000000,2023-05-02
1109431,3,105.00000000000000000000,2023-05-29
1109566,3,230.00000000000000000000,2023-05-21
1110901,3,271.00000000000000000000,2023-04-05
1110982,3,175.00000000000000000000,2023-02-01
1111697,3,105.00000000000000000000,2023-05-27
1112075,3,115.00000000000000000000,2023-05-15
1112404,3,105.00000000000000000000,2023-04-28
1112711,3,434.00000000000000000000,2023-05-14
1115301,3,306.00000000000000000000,2023-05-04
1115549,3,120.00000000000000000000,2023-04-03
1116154,3,120.00000000000000000000,2023-02-23
1118549,3,175.00000000000000000000,2023-04-02
1119103,3,175.00000000000000000000,2023-04-11
1119160,3,188.00000000000000000000,2023-05-16
1119206,3,210.00000000000000000000,2023-03-25
1119217,3,271.00000000000000000000,2023-04-28
1120226,3,105.00000000000000000000,2023-04-09
1120245,3,105.00000000000000000000,2023-04-08
1120622,3,105.00000000000000000000,2023-05-28
1120745,3,105.00000000000000000000,2023-05-21
1122253,3,105.00000000000000000000,2023-05-18
1122303,3,210.00000000000000000000,2023-02-28
1122620,3,140.00000000000000000000,2023-05-07
1122753,3,175.00000000000000000000,2023-05-05
1123395,3,140.00000000000000000000,2023-04-28
1123463,3,105.00000000000000000000,2023-05-04
1123876,3,140.00000000000000000000,2023-05-02
1124207,3,135.00000000000000000000,2023-05-05
1124785,3,105.00000000000000000000,2023-05-03
1126070,3,258.00000000000000000000,2023-05-21
1126485,3,188.00000000000000000000,2023-04-15
1126492,3,140.00000000000000000000,2023-05-12
1126748,3,160.00000000000000000000,2023-03-26
1127807,3,294.00000000000000000000,2023-05-03
1128178,3,200.00000000000000000000,2023-02-17
1128203,3,110.00000000000000000000,2023-05-11
1128510,3,208.00000000000000000000,2023-04-02
1128785,3,334.00000000000000000000,2023-04-15
1130153,3,321.00000000000000000000,2023-01-23
1130201,3,105.00000000000000000000,2023-04-05
1131050,3,105.00000000000000000000,2023-03-25
1131132,3,105.00000000000000000000,2023-03-02
1132363,3,105.00000000000000000000,2023-05-04
1135537,3,105.00000000000000000000,2023-05-27
1136987,3,175.00000000000000000000,2023-04-16
1137097,3,120.00000000000000000000,2023-05-17
1138384,3,105.00000000000000000000,2023-05-28
1139024,3,271.00000000000000000000,2023-04-30
1139271,3,105.00000000000000000000,2023-02-13
1139513,3,105.00000000000000000000,2023-05-21
1139949,3,105.00000000000000000000,2023-03-27
1141371,3,354.00000000000000000000,2023-05-27
1142455,3,105.00000000000000000000,2023-05-15
1143099,3,120.00000000000000000000,2023-05-02
1143274,3,115.00000000000000000000,2023-05-02
1143783,3,188.00000000000000000000,2023-05-13
1144186,3,105.00000000000000000000,2023-05-26
1144357,3,105.00000000000000000000,2023-04-20
1147674,3,135.00000000000000000000,2023-05-26
1148094,3,414.00000000000000000000,2023-02-19
1148662,3,135.00000000000000000000,2023-04-16
1149063,3,168.00000000000000000000,2023-05-10
1149339,3,261.00000000000000000000,2023-04-26
1150154,3,105.00000000000000000000,2023-03-05
1150216,3,245.00000000000000000000,2023-05-25
1150260,3,105.00000000000000000000,2023-05-31
1150649,3,105.00000000000000000000,2023-02-26
1150722,3,160.00000000000000000000,2023-05-02
1150977,3,160.00000000000000000000,2023-05-03
1154533,3,120.00000000000000000000,2023-04-15
1155072,3,188.00000000000000000000,2023-05-20
1158262,3,105.00000000000000000000,2023-05-30
1159362,3,105.00000000000000000000,2023-03-17
1159860,3,105.00000000000000000000,2023-05-29
1161804,3,150.00000000000000000000,2023-02-20
1161819,3,105.00000000000000000000,2023-05-03
1161914,3,165.00000000000000000000,2023-05-10
1163741,3,105.00000000000000000000,2023-03-31
1164285,3,135.00000000000000000000,2023-02-11
1164515,3,208.00000000000000000000,2023-05-22
1164632,3,115.00000000000000000000,2023-04-29
1165351,3,175.00000000000000000000,2023-05-28
1165389,3,105.00000000000000000000,2023-05-04
1165788,3,105.00000000000000000000,2023-04-29
1166622,3,105.00000000000000000000,2023-03-28
1168375,3,291.00000000000000000000,2023-04-20
1168378,3,105.00000000000000000000,2023-05-07
1171705,3,135.00000000000000000000,2023-02-11
1171914,3,175.00000000000000000000,2023-05-13
1171934,3,105.00000000000000000000,2023-05-26
1172289,3,135.00000000000000000000,2023-05-19
1172673,3,105.00000000000000000000,2023-04-29
1173341,3,105.00000000000000000000,2023-05-18
1173415,3,291.00000000000000000000,2023-05-16
1174464,3,294.00000000000000000000,2023-05-01
1174627,3,105.00000000000000000000,2023-05-12
1175432,3,203.00000000000000000000,2023-02-10
1176249,3,203.00000000000000000000,2023-05-15
1177205,3,105.00000000000000000000,2023-01-18
1177905,3,105.00000000000000000000,2023-05-11
1178258,3,120.00000000000000000000,2023-05-02
1180132,3,105.00000000000000000000,2023-05-14
1180220,3,208.00000000000000000000,2023-03-18
1180302,3,366.00000000000000000000,2023-01-31
1180367,3,105.00000000000000000000,2023-05-22
1180848,3,281.00000000000000000000,2023-04-04
1180952,3,195.00000000000000000000,2023-04-30
1181339,3,294.00000000000000000000,2023-05-14
1182371,3,120.00000000000000000000,2023-03-28
1183950,3,105.00000000000000000000,2023-05-02
1186894,3,105.00000000000000000000,2023-02-17
1186997,3,105.00000000000000000000,2023-05-17
1187074,3,514.00000000000000000000,2023-04-14
1187508,3,110.00000000000000000000,2023-05-21
1188214,3,105.00000000000000000000,2023-01-17
1188603,3,135.00000000000000000000,2023-02-20
1192291,3,225.00000000000000000000,2023-04-21
1192666,3,125.00000000000000000000,2023-03-05
1193971,3,228.00000000000000000000,2023-03-22
1194239,3,105.00000000000000000000,2023-04-12
1194436,3,130.00000000000000000000,2023-05-29
1196113,3,210.00000000000000000000,2023-05-03
1198600,3,434.00000000000000000000,2023-05-04
1200533,3,188.00000000000000000000,2023-04-07
1200604,3,271.00000000000000000000,2023-03-31
1203922,3,105.00000000000000000000,2023-05-25
1204095,3,105.00000000000000000000,2023-03-15
1204861,3,125.00000000000000000000,2023-04-29
1205018,3,105.00000000000000000000,2023-05-13
1205317,3,105.00000000000000000000,2023-02-27
1206124,3,110.00000000000000000000,2023-03-09
1208623,3,160.00000000000000000000,2023-05-10
1208938,3,105.00000000000000000000,2023-04-09
1209744,3,105.00000000000000000000,2023-03-30
1211286,3,256.00000000000000000000,2023-04-06
1215213,3,414.00000000000000000000,2023-04-25
1216350,3,105.00000000000000000000,2023-05-05
1217105,3,120.00000000000000000000,2023-05-28
1218878,3,120.00000000000000000000,2023-05-03
1219836,3,115.00000000000000000000,2023-02-27
1220301,3,140.00000000000000000000,2023-05-11
1220469,3,261.00000000000000000000,2023-05-21
1220889,3,150.00000000000000000000,2023-05-14
1222307,3,120.00000000000000000000,2023-05-26
1226169,3,120.00000000000000000000,2023-05-13
1226720,3,130.00000000000000000000,2023-03-19
1228161,3,105.00000000000000000000,2023-04-01
1228254,3,120.00000000000000000000,2023-05-10
1229273,3,105.00000000000000000000,2023-05-06
1230286,3,241.00000000000000000000,2023-04-30
1230578,3,105.00000000000000000000,2023-03-26
1230782,3,105.00000000000000000000,2023-05-19
1231505,3,115.00000000000000000000,2023-04-03
1231739,3,291.00000000000000000000,2023-05-25
1231745,3,354.00000000000000000000,2023-05-07
1233676,3,120.00000000000000000000,2023-05-17
1233767,3,140.00000000000000000000,2023-05-03
1234073,3,188.00000000000000000000,2023-04-15
1234527,3,105.00000000000000000000,2023-02-05
1235401,3,105.00000000000000000000,2023-05-25
1235790,3,334.00000000000000000000,2023-05-08
1236399,3,173.00000000000000000000,2023-05-12
1236725,3,105.00000000000000000000,2023-02-18
1239941,3,105.00000000000000000000,2023-03-16
1240938,3,198.00000000000000000000,2023-02-24
1241370,3,314.00000000000000000000,2023-04-14
1243992,3,135.00000000000000000000,2023-02-02
1244696,3,105.00000000000000000000,2023-05-29
1245328,3,208.00000000000000000000,2023-05-24
1245820,3,208.00000000000000000000,2023-01-24
1246781,3,90.00000000000000000000,2023-02-10
1247019,3,175.00000000000000000000,2023-02-22
1247883,3,105.00000000000000000000,2023-05-09
1247985,3,120.00000000000000000000,2023-05-28
1248615,3,361.00000000000000000000,2023-05-22
1252489,3,135.00000000000000000000,2023-02-09
1253704,3,150.00000000000000000000,2023-05-10
1255458,3,140.00000000000000000000,2023-04-25
1255969,3,105.00000000000000000000,2023-05-30
1256047,3,120.00000000000000000000,2023-05-21
1257680,3,354.00000000000000000000,2023-05-14
1257827,3,105.00000000000000000000,2023-05-07
1258021,3,208.00000000000000000000,2023-05-08
1259747,3,110.00000000000000000000,2023-05-30
1259806,3,374.00000000000000000000,2023-05-02
1260286,3,225.00000000000000000000,2023-05-20
1261801,3,90.00000000000000000000,2023-05-21
1262155,3,198.00000000000000000000,2023-05-15
1263088,3,474.00000000000000000000,2023-05-20
1263219,3,218.00000000000000000000,2023-04-30
1263763,3,140.00000000000000000000,2023-04-10
1264209,3,314.00000000000000000000,2023-05-03
1264266,3,228.00000000000000000000,2023-05-14
1264467,3,188.00000000000000000000,2023-05-21
1264533,3,120.00000000000000000000,2023-05-28
1264756,3,213.00000000000000000000,2023-05-03
1264910,3,105.00000000000000000000,2023-05-07
1264927,3,135.00000000000000000000,2023-05-15
1264950,3,105.00000000000000000000,2023-05-07
1264970,3,223.00000000000000000000,2023-05-07
1265237,3,316.00000000000000000000,2023-02-20
1265917,3,135.00000000000000000000,2023-04-28
1266907,3,140.00000000000000000000,2023-05-07
1267954,3,188.00000000000000000000,2023-05-07
1268009,3,246.00000000000000000000,2023-03-17
1268282,3,105.00000000000000000000,2023-02-23
1268338,3,120.00000000000000000000,2023-04-12
1268942,3,105.00000000000000000000,2023-05-28
1269390,3,110.00000000000000000000,2023-05-17
1270331,3,180.00000000000000000000,2023-05-06
1270472,3,105.00000000000000000000,2023-04-07
1271031,3,175.00000000000000000000,2023-04-30
1271803,3,105.00000000000000000000,2023-05-05
1272212,3,105.00000000000000000000,2023-05-20
1272230,3,135.00000000000000000000,2023-04-21
1272339,3,105.00000000000000000000,2023-04-12
1273915,3,140.00000000000000000000,2023-02-02
1273971,3,140.00000000000000000000,2023-05-27
1274445,3,105.00000000000000000000,2023-02-26
1274863,3,105.00000000000000000000,2023-04-05
1276077,3,175.00000000000000000000,2023-05-21
1277248,3,90.00000000000000000000,2023-04-07
1280999,3,150.00000000000000000000,2023-05-03
1282190,3,105.00000000000000000000,2023-05-30
1282451,3,140.00000000000000000000,2023-05-12
1282471,3,188.00000000000000000000,2023-05-29
1282475,3,105.00000000000000000000,2023-03-20
1283143,3,160.00000000000000000000,2023-05-30
1283332,3,120.00000000000000000000,2023-01-16
1284471,3,140.00000000000000000000,2023-05-26
1284501,3,175.00000000000000000000,2023-04-09
1284545,3,208.00000000000000000000,2023-05-11
1284642,3,105.00000000000000000000,2023-05-03
1284789,3,105.00000000000000000000,2023-05-19
1286691,3,223.00000000000000000000,2023-04-28
1286780,3,243.00000000000000000000,2023-05-10
1286926,3,105.00000000000000000000,2023-04-25
1287092,3,105.00000000000000000000,2023-05-07
1287238,3,105.00000000000000000000,2023-05-08
1287382,3,140.00000000000000000000,2023-05-01
1287724,3,110.00000000000000000000,2023-02-02
1287948,3,105.00000000000000000000,2023-02-26
1289715,3,105.00000000000000000000,2023-05-07
1290356,3,105.00000000000000000000,2023-05-13
1291161,3,351.00000000000000000000,2023-05-27
1292068,3,188.00000000000000000000,2023-05-14
1292190,3,236.00000000000000000000,2023-05-14
1292291,3,105.00000000000000000000,2023-05-17
1295911,3,105.00000000000000000000,2023-05-18
1296328,3,105.00000000000000000000,2023-03-30
1296767,3,294.00000000000000000000,2023-04-14
1297385,3,208.00000000000000000000,2023-05-28
1297605,3,414.00000000000000000000,2023-05-06
1297777,3,140.00000000000000000000,2023-05-21
1297994,3,210.00000000000000000000,2023-04-07
1298025,3,278.00000000000000000000,2023-02-18
1298667,3,120.00000000000000000000,2023-05-23
1298842,3,105.00000000000000000000,2023-04-21
1298976,3,105.00000000000000000000,2023-05-23
1300566,3,193.00000000000000000000,2023-03-08
1301484,3,150.00000000000000000000,2023-01-19
1301643,3,175.00000000000000000000,2023-05-14
1302228,3,105.00000000000000000000,2023-05-06
1302522,3,210.00000000000000000000,2023-05-20
1302625,3,434.00000000000000000000,2023-05-06
1302783,3,105.00000000000000000000,2023-03-30
1303528,3,115.00000000000000000000,2023-05-22
1304258,3,105.00000000000000000000,2023-05-06
1304390,3,105.00000000000000000000,2023-03-13
1304567,3,105.00000000000000000000,2023-04-04
1305974,3,105.00000000000000000000,2023-05-17
1306021,3,105.00000000000000000000,2023-05-20
1306388,3,105.00000000000000000000,2023-02-25
1306546,3,105.00000000000000000000,2023-05-03
1306677,3,105.00000000000000000000,2023-05-15
1307379,3,120.00000000000000000000,2023-05-26
1307511,3,105.00000000000000000000,2023-05-11
1307931,3,178.00000000000000000000,2023-04-28
1308245,3,140.00000000000000000000,2023-03-31
1308295,3,105.00000000000000000000,2023-05-28
1310134,3,105.00000000000000000000,2023-04-02
1310782,3,120.00000000000000000000,2023-05-26
1312181,3,245.00000000000000000000,2023-05-14
1312977,3,278.00000000000000000000,2023-02-05
1314165,3,238.00000000000000000000,2023-04-08
1314319,3,120.00000000000000000000,2023-02-05
1314326,3,105.00000000000000000000,2023-04-16
1314431,3,188.00000000000000000000,2023-03-31
1315938,3,188.00000000000000000000,2023-05-27
1316302,3,105.00000000000000000000,2023-04-07
1317198,3,115.00000000000000000000,2023-02-04
1317919,3,228.00000000000000000000,2023-04-28
1318965,3,105.00000000000000000000,2023-03-24
1319027,3,135.00000000000000000000,2023-04-30
1319415,3,394.00000000000000000000,2023-05-13
1319630,3,208.00000000000000000000,2023-05-06
1320556,3,105.00000000000000000000,2023-05-29
1321601,3,105.00000000000000000000,2023-02-23
1323135,3,140.00000000000000000000,2023-03-24
1323624,3,135.00000000000000000000,2023-05-20
1323968,3,135.00000000000000000000,2023-05-30
1324986,3,105.00000000000000000000,2023-05-07
1325032,3,105.00000000000000000000,2023-05-14
1325741,3,105.00000000000000000000,2023-05-07
1326275,3,278.00000000000000000000,2023-02-17
1326575,3,105.00000000000000000000,2023-04-16
1327881,3,105.00000000000000000000,2023-05-05
1329355,3,140.00000000000000000000,2023-05-18
1329745,3,140.00000000000000000000,2023-05-04
1330086,3,140.00000000000000000000,2023-05-28
1330284,3,120.00000000000000000000,2023-05-12
1331252,3,105.00000000000000000000,2023-04-11
1331343,3,334.00000000000000000000,2023-05-06
1332661,3,105.00000000000000000000,2023-05-21
1333342,3,120.00000000000000000000,2023-05-24
1333462,3,120.00000000000000000000,2023-04-18
1334122,3,140.00000000000000000000,2023-03-24
1334208,3,105.00000000000000000000,2023-05-15
1334612,3,208.00000000000000000000,2023-05-15
1337351,3,188.00000000000000000000,2023-04-15
1339041,3,105.00000000000000000000,2023-05-25
1339639,3,105.00000000000000000000,2023-03-07
1339652,3,271.00000000000000000000,2023-05-06
1340421,3,120.00000000000000000000,2023-01-04
1340728,3,105.00000000000000000000,2023-01-09
1341247,3,208.00000000000000000000,2023-05-27
1341288,3,140.00000000000000000000,2023-05-07
1341349,3,223.00000000000000000000,2023-05-16
1341582,3,105.00000000000000000000,2023-04-02
1341715,3,208.00000000000000000000,2023-05-26
1341722,3,105.00000000000000000000,2023-05-07
1341737,3,105.00000000000000000000,2023-05-08
1341992,3,150.00000000000000000000,2023-05-05
1342064,3,248.00000000000000000000,2023-05-07
1342096,3,105.00000000000000000000,2023-05-07
1342201,3,105.00000000000000000000,2023-05-12
1343278,3,306.00000000000000000000,2023-05-20
1343464,3,208.00000000000000000000,2023-05-21
1344130,3,208.00000000000000000000,2023-05-02
1344292,3,311.00000000000000000000,2023-05-03
1344323,3,105.00000000000000000000,2023-05-02
1344675,3,105.00000000000000000000,2023-03-16
1344745,3,281.00000000000000000000,2023-04-04
1344752,3,140.00000000000000000000,2023-02-12
1344997,3,210.00000000000000000000,2023-05-14
1345421,3,105.00000000000000000000,2023-04-03
1345459,3,276.00000000000000000000,2023-02-25
1345703,3,210.00000000000000000000,2023-05-07
1346010,3,105.00000000000000000000,2023-05-04
1346026,3,175.00000000000000000000,2023-04-16
1346052,3,105.00000000000000000000,2023-04-20
1346556,3,140.00000000000000000000,2023-04-07
1350341,3,140.00000000000000000000,2023-05-04
1350354,3,140.00000000000000000000,2023-05-20
1351390,3,150.00000000000000000000,2023-05-19
1351644,3,210.00000000000000000000,2023-03-11
1352054,3,175.00000000000000000000,2023-02-11
1352279,3,296.00000000000000000000,2023-05-24
1352296,3,125.00000000000000000000,2023-04-02
1352363,3,165.00000000000000000000,2023-02-12
1353052,3,231.00000000000000000000,2023-03-14
1353576,3,125.00000000000000000000,2023-04-15
1354196,3,394.00000000000000000000,2023-04-27
1354296,3,135.00000000000000000000,2023-05-07
1354493,3,105.00000000000000000000,2023-01-05
1357357,3,120.00000000000000000000,2023-01-15
1357444,3,374.00000000000000000000,2023-01-25
1357487,3,294.00000000000000000000,2023-03-26
1359111,3,120.00000000000000000000,2023-01-13
1359422,3,210.00000000000000000000,2023-02-09
1359674,3,105.00000000000000000000,2023-05-11
1360177,3,258.00000000000000000000,2023-04-17
1360637,3,155.00000000000000000000,2023-04-28
1360973,3,198.00000000000000000000,2023-04-30
1361419,3,120.00000000000000000000,2023-02-01
1361805,3,188.00000000000000000000,2023-02-24
1362131,3,105.00000000000000000000,2023-05-31
1362226,3,120.00000000000000000000,2023-02-10
1362654,3,135.00000000000000000000,2023-05-02
1363276,3,110.00000000000000000000,2023-01-20
1364333,3,135.00000000000000000000,2023-05-17
1364525,3,120.00000000000000000000,2023-05-28
1365242,3,120.00000000000000000000,2023-04-09
1365380,3,135.00000000000000000000,2023-05-14
1366155,3,120.00000000000000000000,2023-05-04
1366544,3,434.00000000000000000000,2023-01-25
1366552,3,494.00000000000000000000,2023-01-25
1366723,3,434.00000000000000000000,2023-01-30
1366835,3,734.00000000000000000000,2023-01-26
1366904,3,110.00000000000000000000,2023-05-20
1367006,3,188.00000000000000000000,2023-05-23
1367056,3,243.00000000000000000000,2023-05-17
1367265,3,248.00000000000000000000,2023-04-28
1367462,3,110.00000000000000000000,2023-04-21
1368246,3,140.00000000000000000000,2023-02-06
1368826,3,110.00000000000000000000,2023-05-15
1371735,3,120.00000000000000000000,2023-05-27
1371807,3,185.00000000000000000000,2023-05-20
1372597,3,105.00000000000000000000,2023-04-07
1372819,3,334.00000000000000000000,2023-02-06
1374052,3,135.00000000000000000000,2023-04-14
1374478,3,236.00000000000000000000,2023-05-13
1374860,3,218.00000000000000000000,2023-04-28
1375253,3,120.00000000000000000000,2023-03-05
1377550,3,105.00000000000000000000,2023-02-12
1377612,3,105.00000000000000000000,2023-05-31
1377666,3,105.00000000000000000000,2023-04-09
1377949,3,135.00000000000000000000,2023-05-02
1378794,3,105.00000000000000000000,2023-03-12
1379033,3,115.00000000000000000000,2023-05-21
1379691,3,270.00000000000000000000,2023-05-21
1379980,3,105.00000000000000000000,2023-03-11
1380010,3,105.00000000000000000000,2023-04-22
1380475,3,105.00000000000000000000,2023-05-29
1380567,3,178.00000000000000000000,2023-05-27
1380610,3,200.00000000000000000000,2023-02-15
1380909,3,105.00000000000000000000,2023-05-21
1381261,3,105.00000000000000000000,2023-02-19
1381830,3,105.00000000000000000000,2023-05-20
1382712,3,105.00000000000000000000,2023-05-31
1382782,3,175.00000000000000000000,2023-05-05
1382900,3,90.00000000000000000000,2023-04-07
1382991,3,105.00000000000000000000,2023-05-07
1383061,3,105.00000000000000000000,2023-04-20
1383974,3,140.00000000000000000000,2023-05-23
1384343,3,394.00000000000000000000,2023-05-05
1384833,3,354.00000000000000000000,2023-04-03
1384981,3,120.00000000000000000000,2023-05-03
1385502,3,105.00000000000000000000,2023-04-08
1385629,3,150.00000000000000000000,2023-03-10
1386197,3,140.00000000000000000000,2023-05-03
1386496,3,105.00000000000000000000,2023-03-31
1386822,3,105.00000000000000000000,2023-05-27
1386852,3,175.00000000000000000000,2023-02-28
1387018,3,105.00000000000000000000,2023-03-01
1387250,3,105.00000000000000000000,2023-05-13
1387824,3,354.00000000000000000000,2023-04-26
1388890,3,175.00000000000000000000,2023-05-04
1388923,3,105.00000000000000000000,2023-03-25
1389262,3,105.00000000000000000000,2023-03-11
1389334,3,298.00000000000000000000,2023-05-02
1389925,3,311.00000000000000000000,2023-05-06
1390030,3,105.00000000000000000000,2023-04-27
1390105,3,188.00000000000000000000,2023-05-10
1390366,3,105.00000000000000000000,2023-04-16
1390753,3,105.00000000000000000000,2023-05-13
1390888,3,175.00000000000000000000,2023-02-26
1390893,3,504.00000000000000000000,2023-05-01
1390917,3,105.00000000000000000000,2023-05-05
1390971,3,105.00000000000000000000,2023-05-28
1391543,3,223.00000000000000000000,2023-04-20
1392232,3,248.00000000000000000000,2023-03-17
1392735,3,105.00000000000000000000,2023-05-28
1393026,3,135.00000000000000000000,2023-05-03
1393047,3,178.00000000000000000000,2023-05-14
1393512,3,223.00000000000000000000,2023-04-04
1393638,3,105.00000000000000000000,2023-04-03
1394133,3,188.00000000000000000000,2023-05-07
1394300,3,105.00000000000000000000,2023-05-07
1394936,3,231.00000000000000000000,2023-04-30
1395007,3,105.00000000000000000000,2023-05-26
1395076,3,90.00000000000000000000,2023-05-14
1395771,3,120.00000000000000000000,2023-05-20
1396069,3,534.00000000000000000000,2023-04-11
1396071,3,105.00000000000000000000,2023-03-12
1396167,3,140.00000000000000000000,2023-04-13
1396230,3,105.00000000000000000000,2023-03-08
1396681,3,105.00000000000000000000,2023-05-27
1396767,3,208.00000000000000000000,2023-05-08
1396849,3,414.00000000000000000000,2023-03-26
1396855,3,105.00000000000000000000,2023-04-01
1397227,3,105.00000000000000000000,2023-04-22
1398233,3,105.00000000000000000000,2023-05-03
1398525,3,140.00000000000000000000,2023-05-14
1398783,3,140.00000000000000000000,2023-05-10
1399326,3,354.00000000000000000000,2023-04-05
